STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370912,0,311,56
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370913,0,289,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370914,0,267,100
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370915,0,239,67
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370916,0,272,72
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370917,0,289,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370918,0,311,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370919,0,306,83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370920,0,283,117
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370921,6.1,244,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370922,5.3,167,78
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370923,0.5,139,22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370924,0,100,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370925,0,156,11
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370926,0,178,11
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370927,0.5,167,50
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370928,0,111,11
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370929,10.2,111,33
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370930,0,94,-11
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371001,0,178,11
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371002,0,183,56
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371003,0,156,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371004,0,56,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371005,0,78,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371006,0,150,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371007,0,183,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371008,0,189,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371009,0,200,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371010,0,211,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371011,0,183,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371012,0,72,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371013,0,100,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371014,0,167,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371015,0,128,-22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371016,0,167,28
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371017,0,128,67
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371018,0,128,22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371019,0,128,17
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371020,0,161,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371021,0,206,61
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371022,0,222,67
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371023,0,244,106
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371024,0,211,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371025,0,183,83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371026,0,228,33
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371027,0,222,117
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371028,0,244,150
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371029,0,200,106
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371030,0,172,56
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371031,0,133,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371101,0,50,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371102,0,50,-44
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371103,0,106,11
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371104,0,117,-6
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371105,0,156,50
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371106,0,94,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371107,0,89,-22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371108,0,133,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371109,0,167,61
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371110,2,167,61
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371111,0,133,78
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371112,0,78,-22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371113,0,22,-44
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371114,0.5,-6,-83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371115,0.5,-33,-83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371116,1.3,-56,-89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371117,3.8,-67,-122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371118,0,-83,-144
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371119,1,-100,-133
